code,name,email,phones,address
13627048,ТОВ «ДІБРОВА»,,+380504111016,"Україна, 69096, Запорізька область, місто Запоріжжя, вулиця Ставропольська, будинок 20"
1352126,ТОВ «ВОЛНОВАСЬКА ПМК-111»,,+380669057563,"Україна, 85700, Донецька область, Волноваський район, місто Волноваха, вулиця Центральна, будинок 14"
44549526,ТОВ «НОРФУРД»,norfurdprom@gmail.com,+380669221235,"Україна, 79007, Львівська область, місто Львів, вулиця Костюшка Т., будинок 18"
44061900,ТОВ «АДОНІКС»,adonyx@socialadspyder.com,+380680034444,"Україна, 01133, місто Київ, Б. Лесі Українки, будинок 23, квартира 1"
43908780,ТОВ «ТОТАЛ БУД.КОМ»,,+380509498320,"Україна, 04073, місто Київ, проспект Бандери Степана, будинок 6"
43874232,ТОВ «АРГОСІ»,,+380971332353,"Україна, 03113, місто Київ, вулиця Табірна, будинок 46/48"
43488515,ТОВ «ЛЕСАВА ФРУТ»,,+380634377340,"Україна, 02222, місто Київ, вулиця Миколи Закревського, будинок 20-А"
43436231,ТОВ «АЛЬКОР-КАПІТАЛ»,finalcor777@gmail.com,+380634114568,"Україна, 01103, місто Київ, вулиця Менделєєва, будинок 12, офіс 94/1"
42817550,ТОВ «РЕНТ МАКС»,,,"Україна, 01023, місто Київ, вулиця Мечникова, будинок 3"
42788478,ТОВ «СКЛАД ТЕХНІКС»,,+380956784423,"Україна, 36014, Полтавська область, місто Полтава, вулиця Шведська, будинок 2"
42778138,ТОВ «КЛОПСАН»,,+380667256421,"Україна, 41615, Сумська область, Конотопський район, місто Конотоп, вулиця Лузанів Братів, будинок 47А"
42655655,ТОВ «ФРІРАЙД ПРОМ ЮА»,freerideua@gmail.com,+380972232141,"Україна, 04116, місто Київ, провулок Старокиївський, будинок 10"
42208215,ТОВ «ХОККІ»,,,"Україна, 02091, місто Київ, Харківське шосе, будинок 172-Б, офіс 208"
42105631,ТОВ «САННА-ТРЕЙД»,,,"Україна, 07405, Київська область, Броварський район, місто Бровари, вулиця Київська, будинок 261А"
42079130,ТОВ «ДІВІО ІНГРУП»,ff.vladyslav@gmail.com,+380800330245,"Україна, 03110, місто Київ, проспект Лобановського Валерія, будинок 41"
42014602,ТОВ «СЕЗАМ ФУД»,,+380673032373,"Україна, 03150, місто Київ, вулиця Велика Васильківська, будинок 114"
42002754,ТОВ «ГАЗЕЙДЖЕ­НСІ2022»,,+380505523555,"Україна, 82400, Львівська область, Стрийський район, місто Стрий, вулиця Шевченка Т., будинок 179"
41102540,ТОВ «СТОУНЗ-МЕТАЛЗ ІНДАСТРІЗ»,,+380989749010,"Україна, 01103, місто Київ, вулиця Михайла Бойчука, будинок 18"
40620615,ТОВ «ТУРИСТИЧНИЙ АЛЬЯНС»,horobets@gmail.com,+380977915454,"Україна, 03148, місто Київ, вулиця Комісара Рикова, будинок 2 А, офіс 10"
40541440,ТОВ «ДАВИД ПЛЮС»,,+380966242321,"Україна, 03113, місто Київ, проспект Перемоги, будинок 68/1, офіс 2"
40426739,ТОВ «РЕНТІНГ КАПІТАЛ»,,+380675095960,"Україна, 02094, місто Київ, вулиця Магнітогорська, будинок 1, офіс 611"
40373970,ПП «КЕРІСТОРГ ЛТД»,KERISTORG123@GMAIL.COM,+380673691901,"Україна, 88005, Закарпатська область, Ужгородський район, місто Ужгород, проспект Свободи, будинок 52"
40371397,ТОВ «РЕЦЕПТ ЗДОРОВ'Я»,receptzdorovya@gmail.com,+380672969052,"Україна, 08700, Київська область, місто Обухів(пн), вулиця Київська, будинок 60Б"
40371219,ТОВ «ІК МОНТАЖ»,,,"Україна, 02099, місто Київ, вулиця Бориспільська, будинок 7"
40250333,ТОВ «ЛІТАКОМ»,,+380444554824,"Україна, 03061, місто Київ, проспект Відрадний, будинок 95 1-К, офіс 406"
40113258,ТОВ «БК „СПЕЦПРОЕ­КТБУД“»,,+380445456050,"Україна, 04073, місто Київ, проспект Степана Бандери, будинок 8"
38908552,ТОВ «СТАБІЛ СЕРВІС»,,+380443603264,"Україна, 04070, місто Київ, вулиця Спаська, будинок 11"
38619548,ТОВ «ВЕЛС СЕРВІС»,,+380322442987,"Україна, 79035, Львівська область, місто Львів, вулиця Зелена, будинок 111"
38441763,ТОВ «МИКОВ ЛОГІСТИК»,,+380503345147,"Україна, 03179, місто Київ, проспект Перемоги, будинок 123"
38441119,ТОВ «МИКОВТРАНС»,,+380443775211,"Україна, 03179, місто Київ, проспект Перемоги, будинок 123"
37815169,ТОВ «СПОРТ-ЛІГА»,,+380685464674,"Україна, 01014, місто Київ, вулиця Бастіонна, будинок 15"
37211142,ТОВ «ОРМІГА»,,+380444562271,"Україна, 03067, місто Київ, вулиця Машинобудівна, будинок 37, офіс 301"
35833605,ТОВ «ФК„АСТЕК-ІНВЕСТ“»,,"+380955436105, +380967638738","Україна, 07300, Київська область, Вишгородський район, місто Вишгород, вулиця Промислова, будинок 4"
35812187,ТОВ «ЄВРОСЕРВІС-С»,Euro-2010@ukr.net,"+380442340221, +380442340231","Україна, 01103, місто Київ, вулиця Драгомирова, будинок 10/10, офіс 61"
32886539,КП «КОРЖІВСЬКЕ» БАРИШІВСЬКОЇ СЕЛИЩНОЇ РАДИ,,+380732282389,"Україна, 07544, Київська область, Баришівський район, село Коржі, вулиця Шевченка, будинок 62"
31029412,ПРАТ «СК „БЛАКИТНИЙ ПОЛІС“»,bplife@bplife.com.ua,+380941284149,"Україна, 03193, місто Київ, вулиця Дмитра Луценка, будинок 8 А"
30424384,ТОВ «АГРО МРІЯ ПЛЮС»,agro_merija_plus@ukr.net,+380955143829,"Україна, 25030, Кіровоградська область, місто Кропивницький, вулиця Бутусова Юрія, будинок 22А"
24253316,ТОВ «ПРОДТОВАРИ 530»,,+380442430121,"Україна, 03087, місто Київ, вулиця Уманська, будинок 31"
23698368,БО «БФ „ПРОКСЕН“»,Proxen2022@gmail.com,+380684451312,"Україна, 02002, місто Київ, вулиця Микільсько-Слобідська, будинок 6В, офіс 1"
23138043,ПП «ЯБЛОНЯ»,,"+380554942495, +380554945488","Україна, 74900, Херсонська область, місто Нова Каховка, вулиця Калініна, будинок 84, квартира 1"
22928027,"ТОВ «ФЕНІКС,К»",,+380978073503,"Україна, 22000, Вінницька область, місто Хмільник(з), проспект Свободи, будинок 13, квартира 36"
44321711,ТОВ «ХІМТОРГІНВЕСТ»,chemicaltraidinvest@gmail.com,+380955215222,"Україна, 02002, місто Київ, проспект Броварський, будинок 3-А"
44226550,ТОВ «К.П.М. ГРУП»,,+380994012855,"Україна, 69006, Запорізька область, місто Запоріжжя, вулиця Портова, будинок 15Б"
43826189,ТОВ «ПРЕСТИЖ ОМЕГА ГРУП»,p.o.group@ukr.net,+380637706818,"Україна, 01103, місто Київ, вулиця Німанська, будинок 10"
43617296,КОНСОРЦІУМ «ЮІ ІНЖИНІРІНГ»,,+380509638850,"Україна, 02000, місто Київ, провулок Тараса Шевченка, будинок 16"
43554949,ТОВ «БОВІТРЕН»,BOVITREN@ukr.net,+380678882204,"Україна, 03110, місто Київ, вулиця Солом'янська, будинок 5"
43497357,ТОВ «МІЛЬТОН»,zhytnuk@gmail.com,+380500724405,"Україна, 03145, місто Київ, вулиця Лебедєва Академіка, будинок 1, корпус 6, офіс 33/1"
42855465,ТОВ «АП УКРПРОФТРАНС»,ME_UKRTRANS@UKR.NET,"+380443325215, +380974276756","Україна, 04212, місто Київ, вулиця Богатирська, будинок 3-Є, офіс 213"
42720404,ТОВ «РІЕЛТІ ХОЛДИНГ»,REALTYHOLDING@META.UA,+380990692949,"Україна, 01103, місто Київ, бульвар Дружби Народів, будинок 18/7"
42499348,ТОВ «ТЕРРА ІНВЕСТОПТ»,ARTEM.OPTYKR@GMAIL.COM,+380665553378,"Україна, 03057, місто Київ, вулиця Довженка, будинок 12-А"
42395645,ТОВ «СТІЛАРК»,5663504@ukr.net,+380980786326,"Україна, 02099, місто Київ, вулиця Зрошувальна, будинок 2"
41320060,ТОВ «ДВНВ»,,+380679525789,"Україна, 65069, Одеська область, місто Одеса, вулиця Дворянська, будинок 195"
41150945,ТОВ «ГРЕЙС ДЕВЕЛОПМЕНТ»,,+380661132522,"Україна, 03028, місто Київ, проспект Науки, будинок 42/1, корпус 10, офіс 17"
40389430,ТОВ «С.М.ЛОДЖИСТІК»,vasadze1983@mail.ru,"+380685948446, +380685948445","Україна, 04107, місто Київ, вулиця Татарська, будинок 21"
40362230,ТОВ «ІМО»,,+380677774335,"Україна, 04050, місто Київ, вулиця Білоруська, будинок 30"
40261591,ПП «СЕРВСКОМ-ТЕХ»,OLEGJAGOTIN@I.UA,"+380457522105, +380503122424","Україна, 07700, Київська область, Яготинський район, місто Яготин, вулиця Дмитрівська, будинок 21"
40012488,ТОВ «АГРОТЕХНОЛОГІЯ-ПЛЮС»,,+380506885203,"Україна, 01024, місто Київ, вулиця Круглоуніверситетська, будинок 2/1Б, офіс 1"
39360717,ТОВ «ПГ „ВИМПЕЛ“»,vimpel_pg@bigmir.net,+380442094950,"Україна, 02660, місто Київ, вулиця Марини Раскової, будинок 21, офіс 804"
38689882,ТОВ «ЕНЕРДЖИ ЛАЙФ»,,+380504449204,"Україна, 04050, місто Київ, вулиця Тургенівська, будинок 70-72, офіс 63"
35812433,ТОВ «МАКСИМУМ-АУДИТ»,,,"Україна, 03022, місто Київ, вулиця Михайла Максимовича, будинок 26, приміщення 25"
35725063,ТОВ «ЦКР»,,,"Україна, 01033, місто Київ, вулиця Сім'ї Прахових, будинок 50Б"
35086888,ТОВ «СТАРЛАЙТ СЕЙЛЗ»,,+380444957788,"Україна, 01033, місто Київ, вулиця Паньківська, будинок 11"
32735257,ТОВ «РЕЙМЕРС БАУГЕЗЕЛЛЬШАФТ»,32735257@ukr.net,"+380445254853, +380674014285","Україна, 03028, місто Київ, проспект Науки, будинок 30, квартира 3"
32487781,ТОВ «МОНОЛІТСТА­ЛЬБУД»,monolitstalbud@ovi.com,"+380674656862, +380445256178","Україна, 03040, місто Київ, вулиця Васильківська, будинок 18, квартира 54"
30475895,ТОВ «АЗИМУТ»,,+380457121099,"Україна, 08600, Київська область, місто Васильків, вулиця Декабристів, будинок 41-А, квартира 2"
24262041,ТОВ «РОДАІНА»,rodaina@i.ua,+380661864888,"Україна, 04080, місто Київ, вулиця Фрунзе, будинок 47, офіс 3"
44908246,БО «БФ „СЕЙВ КИЇВ“»,liashugam@gmail.com,+380635716849,"Україна, 04212, місто Київ, вул.Героїв полку ""Азов"", будинок 8, приміщення 187"
44674973,ТОВ «ГРЕЙТ-ПАК»,,+380500308251,"Україна, 02144, місто Київ, вулиця Русової Софії, будинок 1, квартира 83"
44652022,ТОВ «ХАРВІН ЛАЙТ»,MAKSIFRUIT@UKR.NET,+380983365976,"Україна, 03142, місто Київ, проспект Палладіна Академіка, будинок 44"
44399421,ТОВ «ТОРГОВИЙ ДІМ „ГОРЕЦЬ“»,,+380986744442,"Україна, 36000, Полтавська область, місто Полтава, вулиця Шевченка, будинок 47, квартира 10"
44103856,ТОВ «МФС ФІНАНС»,,,"Україна, 01024, місто Київ, вулиця Шовковична, будинок 46/48"
43720667,ТОВ «ВЕСТКЛАЙН»,westklein-ltd@gmail.com,+380669221235,"Україна, 79004, Львівська область, місто Львів, вулиця Володимира Великого, будинок 4"
43511554,ТОВ «ЦФК»,eugenemaiorov@gmail.com,+380675809559,"Україна, 08137, Київська область, Києво-Святошинський район, село Софіївська Борщагівка, вулиця Боголюбова, будинок 14, квартира 56"
42888045,ТОВ «ДІДЖИТАЛ РІТЕЙЛ»,,,"Україна, 04053, місто Київ, вулиця Обсерваторна, будинок 12б"
42075335,ТОВ «ТЕХНОТРОНІКС СЕРВІС»,technotronics@ukr.net,+380957264902,"Україна, 69006, Запорізька область, місто Запоріжжя, Північне шосе, будинок 12, офіс 121"
41934603,ТОВ «ДІДЖІТАЛ-ГРУП»,,,"Україна, 04071, місто Київ, вулиця Ярославська, будинок 58"
41932365,ТОВ «ЕП „ВЕСТА+“»,,+380443377431,"Україна, 02034, місто Київ, вулиця Драйзера, будинок 40"
41917813,ТОВ «ФАСТА ГРУП»,FASTAGROUP_@UKR.NET,+380731565151,"Україна, 03151, місто Київ, проспект Повітрофлотський, будинок 72"
41699576,ТОВ «ГОЛДАНС»,nbondarenko@ggb.com.ua,+380670060880,"Україна, 04050, місто Київ, вулиця Глибочицька, будинок 32 Б, офіс 165"
41604201,ТОВ «КРОНА ЛЕКС»,41604201@ukr.net,+380681868854,"Україна, 03027, Київська область, Києво-Святошинський район, село Новосілки, вулиця Озерна, будинок 25"
41241639,ТОВ «ПК„ГЕОЦЕНТР“»,,+380686793366,"Україна, 04205, місто Київ, проспект Оболонський, будинок 14В, квартира 57"
40687451,ТОВ «ДАРВОДА»,,+380442773377,"Україна, 03189, місто Київ, вулиця Ломоносова, будинок 75А"
40453893,ТОВ «КИЇВТЕПЛО­ЕНЕРГО»,kyiv.teplo.energo@gmail.com,+380443377334,"Україна, 02141, місто Київ, вулиця Руденко Лариси, будинок 6-А"
39911718,ТОВ «РІА-БРОК»,dealbrok@list.ru,+380679998113,"Україна, 04214, місто Київ, проспект Оболонський, будинок 36 Б"
39641841,ТОВ «ЛІФТ-БУДСПЕЦМОНТАЖ»,lift-bud@ukr.net,"+380444893015, +380675073557","Україна, 04107, місто Київ, вулиця Нагірна, будинок 25-27"
39346032,ТОВ «ВИМПЕЛ ЗАХИСТ»,,,"Україна, 07342, Київська область, Вишгородський район, село Пірнове, вулиця Київська, будинок 1"
39131043,ТОВ «ТАТКАП»,,+380503097790,"Україна, 02002, місто Київ, вулиця Євгена Сверстюка, будинок 13, офіс 801"
38971975,ТОВ «ВЕБ.ЮЕЙ»,,,"Україна, 03151, місто Київ, проспект Повітрофлотський, будинок 94А"
38063235,ТОВ «ВІАС ПЛЮС»,,+380442232856,"Україна, 01004, місто Київ, вулиця Велика Васильківська, будинок 2"
37615961,ТОВ «ВЕРТОЛ»,SALE@VERTOL.COM.UA,+380442271437,"Україна, 04050, місто Київ, вулиця Мельникова, будинок 2/10, корпус 17"
37413117,ТОВ «ВПП„ЛІФТ КРАН СЕРВІС“»,,+380504403344,"Україна, 03041, місто Київ, вулиця Генерала Родімцева, будинок 15-А, квартира 4"
35468253,ТОВ «АКТИВ-РОЯЛ»,,+380442304718,"Україна, 04050, місто Київ, вулиця Глибочицька, будинок 33-37"
35454660,ТОВ «ВК „НЕБЕСНА КРИНИЦЯ“»,,+380506881266,"Україна, 08114, Київська область, Києво-Святошинський район, село Гореничі, вулиця Гагаріна, будинок 1 Б"
34114510,« ДІОНІС І КО »,,+380506204567,"Україна, 75401, Херсонська область, Іванівський район, селище міського типу Іванівка, Горького, будинок 4"
31987308,ТОВ «ГК „ВАРТІС“»,GKWARTIS@GMAIL.COM,+380667140155,"Україна, 01021, місто Київ, Кловський Узвіз, будинок 7, офіс 1017"
31809814,ТОВ «ФІНАНСОВЕ ІНТЕГРУВАННЯ»,,,"Україна, 03058, місто Київ, вулиця Миколи Голего, будинок 5, нежиле приміщення 134"
20616364,ТОВ «БУДСЕРВІС 1»,,+380638477853,"Україна, 08400, Київська область, місто Переяслав-Хмельницький(п), вулиця Мала Підвальна, будинок 5"
44865538,"БО ""БФ ""СКАЗАТИ ЖИТТЮ ""ТАК""",cfsayyestolife@gmail.com,+380672110351,"Україна, 03189, місто Київ, вулиця Конєва Маршала, будинок 12-А, квартира 65"
44470514,АТ «ОПТІМУМ»,,+380323130019,"Україна, 81500, Львівська область, Львівський район, місто Городок, вулиця Івасюка В., будинок 2Г"
44399279,ТОВ «МФМ СЕРВІС»,CHEKURDA.YURIY@GMAIL.COM,+380952821187,"Україна, 04112, місто Київ, вулиця Дегтярівська, будинок 48"
44369952,ТОВ «МЕРДЖ ГРУП»,,+380678228282,"Україна, 04053, місто Київ, вулиця Січових Стрільців, будинок 21"
44307566,ТОВ «КЕСНЕР ГРУП»,,,"Україна, 07400, Київська область, місто Бровари(з), вулиця Короленка, будинок 66 А, офіс 63"
44299461,ТОВ «ПЄРЧІК-ФІШ»,PERHIC@UKR.NET,,"Україна, 61024, Харківська область, місто Харків, вулиця Пушкінська, будинок 2 А"
44245238,ТОВ «СІД КОММОДІТІС ТРЕЙДИНГ»,SCOHEN@ML-PARC.COM,,"Україна, 01133, місто Київ, вулиця Мечнікова, будинок 14/1"
43996719,ТОВ «ЮНІТ СКУЛ ОВ БІЗНЕС»,,+380675027720,"Україна, 04119, місто Київ, вулиця Дорогожицька, будинок 3, корпус 3"
43981833,ТОВ «РВТК»,Raivis.logitrans@gmail.com,+380633508072,"Україна, 04052, місто Київ, вулиця Глибочицька, будинок 13"
43693780,ТОВ «СФГ БАСТІОН»,exporum@ukr.net,+380682015337,"Україна, 25005, Кіровоградська область, місто Кропивницький, вулиця Леваневського, будинок 2В"
43487951,ТОВ «ВЕКТОР ХОЛОДУ»,info@v-h.com.ua,+380674229339,"Україна, 02095, місто Київ, вулиця Княжий Затон, будинок 2/30"
42058126,ТОВ «КАДОКА»,,+380958681650,"Україна, 03035, місто Київ, вулиця Патріарха Мстислава Скрипника, будинок 40"
41314057,ТОВ «ВАНТАЖ ПРО»,,+380672321197,"Україна, 07400, Київська область, Броварський район, місто Бровари, вулиця Чорновола В'ячеслава, будинок 6А, квартира 108"
40645451,ТОВ «ХАРТ ЛАЙФ ХОСПІТАЛ»,info@hlh.com.ua,+380443333989,"Україна, 04050, місто Київ, вулиця Юрія Іллєнка, будинок 12"
40398859,ТОВ «ФК „СПЕКТР“»,sp40398859@ukr.net,+380443555334,"Україна, 03040, місто Київ, проспект Голосіївський, будинок 70"
39856275,ТОВ «НЕВАЙ-ТРЕЙД»,,+380663652397,"Україна, 01103, місто Київ, вулиця Михайла Бойчука, будинок 20, офіс 113"
39655629,ТОВ «ОМЕГА ВЕКТОР СИСТЕМ 238»,39655629@UKR.NET,+380638521173,"Україна, 02099, місто Київ, вулиця Бориспільська, будинок 9"
39085846,ТОВ «ОМЕГА-СКС»,,"+380675807915, +380567360445","Україна, 49000, Дніпропетровська область, місто Дніпро, вулиця Луговська, будинок 65"
38961726,ГО «ЄПАП»,,,"Україна, 03045, місто Київ, вулиця Новопирогівська, будинок 50"
38263867,ТОВ «ТЕК ГАЛАКТИКА»,,+380503284606,"Україна, 07400, Київська область, місто Бровари, вулиця Лагунової Марії, будинок 4-Б"
37558982,ПТ «ЛОМБАРД ЯРОВА Л.І.»,buh.lombard@ukr.net,+380954213859,"Україна, 03179, місто Київ, вулиця Прилужна, будинок 14/15, квартира 350"
36578400,ТОВ «ГРІН ТЕКНОЛОДЖІС»,,+380442322626,"Україна, 03124, місто Київ, проспект Комарова, будинок 20А, офіс 2"
35756222,ТОВ «КОМФОРТ 703»,,"+380444223789, +380444005103","Україна, 03062, місто Київ, вулиця Екскаваторна, будинок 30"
34528468,ТОВ «ОЮД»,,+380445853479,"Україна, 01021, місто Київ, вулиця Мечнікова, будинок 2"
32822150,ПП « ТУРИСТИЧНЕ АГЕНТСТВО „КРАЇНА МРІЙ“»,,,"Україна, 01004, місто Київ, вулиця Горького, будинок 14, ПРИМІЩЕННЯ 36"
32638319,ПРАТ «СК „ЮНІВЕС“»,,+380442068430,"Україна, 03150, місто Київ, вулиця Велика Васильківська, будинок 72"
26315089,КНП «КМПНД № 4»,,+380444008535,"Україна, 04111, місто Київ, вулиця Данила Щербаківського, будинок 64 А"
23152907,АТ «НСТУ»,ua.info@suspilne.media,"+380444810889, +380444893905","Україна, 04119, місто Київ, вулиця Іллєнка Юрія, будинок 42"
22877057,ПРАТ «УМВБ»,uice@uice.com.ua,+380444615430,"Україна, 04070, місто Київ, вулиця Межигірська, будинок 1"
