code,name,email,phones,address
39470271,ТОВ «НК ФАВОРИТ ОЙЛ»,,+380443915047,"Україна, 04070, місто Київ, вулиця Петра Сагайдачного, будинок 25 Г"
38130452,ТОВ «ФАВОРИТ ОЙЛ»,favorytoil@i.ua,+380443915053,"Україна, 04070, місто Київ, вулиця Петра Сагайдачного, будинок 25Г"
41014067,ТОВ «КАСТІС»,,,"Україна, 01601, місто Київ, вулиця Мечникова, будинок 2"
22927045,ПАТ «ЦЕНТРЕНЕРГО»,kanс@centrenergo.com,,"Україна, 08711, Київська область, Обухівський район, селище міського типу Козин, вулиця Рудиківська, будинок 49"
42240201,ТОВ «НАФТОТРЕЙД ОЙЛ»,066113@ukr.net,+380637648001,"Україна, 01001, місто Київ, провулок Музейний, будинок 2 ЛІТЕРА Б1, нежиле приміщення 1"
41814150,ТОВ «НК СОЛАР»,,+380443915053,"Україна, 04070, місто Київ, вулиця Петра Сагайдачного, будинок 25Г"
41551365,ТОВ «УКР-ПРАЙД»,,+380997675976,"Україна, 04053, місто Київ, вулиця Січових Стрільців, будинок 49, офіс 506"
42237246,ТОВ «АМУЛЕТ ГОЛД»,,+380974320565,"Україна, 04053, місто Київ, вулиця Січових Стрільців, будинок 21"
38474097,ТОВ «СПЕЦІМПОРТ»,OFFICE@SPECIMPORT.COM,"+380975034421, +380444963021","Україна, 02141, місто Київ, вулиця Лариси Руденко, будинок 6-А"
41282429,ТОВ «АЛІУМ-ПРОМ»,alium.prom@gmail.com,+380976446713,"Україна, 08140, Київська область, Бучанський район, село Білогородка, вулиця Володимирська, будинок 60, кабінет 21"
41969589,ТОВ «ЕВІДЕНС ТРЕЙД»,,+380950084164,"Україна, 40001, Сумська область, місто Суми, вулиця Сумсько-Київських Дивізій, будинок 24"
42114337,ТОВ «ТРЕЙД ПЛЮС 21»,,+380974320565,"Україна, 04053, місто Київ, вулиця Січових Стрільців, будинок 21"
41552578,ПП «ТРАЙДВЕЙН»,,+380634164317,"Україна, 09107, Київська область, місто Біла Церква, проспект Князя Володимира, будинок 5"
30220538,ТОВ «ОБ'ЄДНАННЯ „АГРОПРОМ-СОЮЗ“»,,,"Україна, 03124, місто Київ, провулок Матущака Юрія, будинок 2"
39189837,ТОВ «КЛЕОН-ОЙЛ»,tovkleonoil@gmail.com,+380502032294,"Україна, 08132, Київська область, Бучанський район, місто Вишневе, вулиця Київська, будинок 11-А"
38315218,ТОВ «ТД „СКФ“»,,+380444968960,"Україна, 03022, місто Київ, вулиця Козацька, будинок 120/4"
37931789,ТОВ «СОКАР-АВІА»,,+380442071010,"Україна, 01054, місто Київ, вулиця Хмельницького Богдана (Шевченківський Р-Н), будинок 52-А"
33750826,ТОВ «УКРАЇНСЬКА БУРОВА КОМПАНІЯ»,office@udc-energy.com,+380444541040,"Україна, 04107, місто Київ,  ВУЛИЦЯ  ПІДГІРНА/ТАТАРСЬКА, будинок 3/7"
32856918,ТОВ «ТЕЛКО УКРАЇНА»,,+380443775550,"Україна, 01135, місто Київ, вулиця Григорія Андрющенка, будинок 4-Г"
42363215,ТОВ «НАФТОТРЕЙД АЛЬЯНС»,,+380635019893,"Україна, 08300, Київська область, місто Бориспіль, вулиця Київський Шлях, будинок 2/8"
39168864,ПП «ТОРГОВА ФІРМА АЛЬЯНС»,,+380666243266,"Україна, 02132, місто Київ, вулиця Зарічна, будинок 1-Б"
37053765,ТОВ «МАСТЕР-АВІА»,1,"+380443392001, +380443392677","Україна, 03036, місто Київ, проспект Повітрофлотський, будинок 79"
39478951,ТОВ «АНРІКА»,,+380671120800,"Україна, 01042, місто Київ, вулиця Патріса Лумумби, будинок 3"
40060662,ТОВ «ПОЛІС-НАФТА»,,+380678046579,"Україна, 09701, Київська область, Обухівський район, місто Богуслав, вулиця Шевченка, будинок 105"
40527818,ТОВ «ЛЮКСВЕН РІТЕЙЛ»,,"+380674640877, +380675513833","Україна, 08600, Київська область, місто Васильків, вулиця Гагаріна, будинок 3"
38992094,ТОВ «АГЕНА»,,+380675335645,"Україна, 04107, місто Київ, вулиця Нагірна, будинок 25-27, офіс 22"
30293276,ПП «ВАЛЕНТИНА-2000»,rukavika9@gmail.com,+380449853120,"Україна, 08140, Київська область, Києво-Святошинський район, село Білогородка, вулиця Володимирська, будинок 186-Б"
37512115,ТОВ «ФОРПОСТ-С»,,+380670755449,"Україна, 04086, місто Київ, вулиця Теліги Олени, будинок 41"
38744775,ТОВ «КІГ»,kyivinvestgroup@ukr.net,+380442233397,"Україна, 03150, місто Київ, вулиця Велика Васильківська, будинок 72, офіс 147"
41671587,ТОВ «ПРОТОН БУКОВИНИ»,,+380731037145,"Україна, 01103, місто Київ, вулиця Бойчука Михайла, будинок 34/2"
25600540,ТОВ «НІОМ»,n2i5o6m@ukr.net,+380938868815,"Україна, 04050, місто Київ, вулиця Дегтярівська, будинок 9"
41809528,ТОВ «ПРОТОН УКРАЇНА»,,+380443363736,"Україна, 01103, місто Київ, вулиця Бойчука Михайла, будинок 2/37"
39463086,ТОВ «АВТОНОМГАЗ ТРЕЙД»,,"+380931700218, +380674338870","Україна, 02132, місто Київ, Дніпровська набережна, будинок 26, корпус Ж, офіс 63"
42493917,ТОВ «ЄПР»,,+380673133100,"Україна, 04073, місто Київ, проспект Степана Бандери, будинок 9, корпус 2, офіс 2-301"
40337136,ТОВ «КОМПАНІЯ ДІНАРІС»,,,"Україна, 21032, Вінницька область, місто Вінниця, вулиця Київська, будинок 16"
30603572,ПІІ «АМІК УКРАЇНА»,info@amicenergy.com.ua,"+380445939300, +380445939303","Україна, 04071, місто Київ, вулиця Верхній Вал, будинок 68"
41855658,ТОВ «АЛЬЯНС ОІЛ СЕРВІС»,AOS189295gmail.com,+380674604554,"Україна, 08722, Київська область, Обухівський район, село Трипілля, вулиця Шевченка, будинок 3"
38744974,ТОВ «ОЙЛТРАНС»,,"+380674026945, +380445991878","Україна, 01030, місто Київ, вулиця Богдана Хмельницького, будинок 50-Б, корпус ЛІТЕРА В, офіс 12"
41727519,ТОВ «Т-ОІЛ»,t-oil2017@ukr.net,+380974590639,"Україна, 07300, Київська область, Вишгородський район, місто Вишгород, вулиця Шолуденка, будинок 14"
35670397,ТОВ «В-С.Г.»,,+380992516773,"Україна, 04071, місто Київ, вулиця Костянтинівська, будинок 1/2"
39980378,ТОВ «ГАМА ІНТРЕЙДІНГ»,gama.po4ta@gmail.com,,"Україна, 08140, Київська область, Бучанський район, село Білогородка, вулиця Володимирська, будинок 35/1"
41722793,ТОВ «ВІО-АВТО»,vio-avto@ukr.net,+380956531249,"Україна, 04080, місто Київ, вулиця Костянтинівська, будинок 64/1"
41213910,ТОВ «СТАР КОМ УА»,,+380444248496,"Україна, 01601, місто Київ, Печерський Узвіз, будинок 3"
41575464,ТОВ «ЕКО-МЕТАН»,info@gazovik.kiev.ua,"+380442391300, +380674013666","Україна, 07400, Київська область, місто Бровари, вулиця Київська, будинок 333"
33831847,ТОВ «АВАНТАЖ 7»,,+380445029908,"Україна, 03061, місто Київ, проспект Відрадний, будинок 95-Е"
30867309,ТОВ «МАГІСТРА­ЛЬСЕРВІС»,magistral30867309@gmail.com,+380508159097,"Україна, 04073, місто Київ, проспект Степана Бандери, будинок 8, офіс 711"
33999954,ТОВ «АВТОБУДКОМПЛЕКС-К»,,"+380442054222, +380442054211","Україна, 03115, місто Київ, вулиця Святошинська, будинок 34"
24584661,ДП «НАЕК „ЕНЕРГОАТОМ“»,energoatom@atom.gov.ua,+380442777883,"Україна, 01032, місто Київ, вулиця Назарівська, будинок 3"
39921773,ТОВ «НВК „МАСПРОМ“»,39921773@ukr.net,+380991333598,"Україна, 04209, місто Київ, вулиця Лебединська, будинок 4, офіс 202"
21451706,ТОВ «ЗОККО»,,+380445410515,"Україна, 02002, місто Київ, вулиця Микільсько-Слобідська, будинок 2-Б, приміщення 281"
25201774,ТОВ «ДЮК»,,,"Україна, 02091, місто Київ, Харківське шосе, будинок 56"
951770,"ПРАТ ""МЗВКК"" АБО ПРАТ ""МИРОНІВСЬКИЙ ЗАВОД ПО ВИГОТОВЛЕННЮ КРУП І КОМБІКОРМІВ""",,+380457451457,"Україна, 08800, Київська область, Обухівський район, місто Миронівка, вулиця Елеваторна, будинок 1"
21952779,ТОВ НВФ «СІНБІАС»,,"+380623116815, +380623116816","Україна, 02094, місто Київ, вулиця Кухаря Академіка, будинок 5"
42146484,ТОВ «СІТІ ТРЕЙДІНГ»,ukrcity.trading@gmail.com,+380974659137,"Україна, 03039, місто Київ, проспект Лобановського Валерія, будинок 119"
42447221,ТОВ «ІНТЕРГЕОКОМ»,,+380442474767,"Україна, 02125, місто Київ, проспект Визволителів, будинок 3, офіс 6"
38246422,ТОВ «ПРОМСНАБ-2010»,,+380974320565,"Україна, 04053, місто Київ, вулиця Січових Стрільців, будинок 21"
42531716,ТОВ «ТІСАРК»,,+380633902332,"Україна, 03113, місто Київ, проспект Перемоги, будинок 62-Б, офіс 3"
42667021,ТОВ «ОСКАР РІТЕЙЛ»,,+380634537959,"Україна, 07400, Київська область, Броварський район, місто Бровари, вулиця Броварської Сотні, будинок 30"
41423131,ТОВ «КЛАРІКС ПЛЮС»,klarikslim@ukr.net,+380684038468,"Україна, 07402, Київська область, Броварський район, місто Бровари, вулиця Ярослава Мудрого, будинок 8"
282049,ПРАТ «ВЕСКО»,vesco@vesco.donetsk.ua,"+380626734542, +380626735709","Україна, 04053, місто Київ, провулок Бехтерівський, будинок 12Б"
32678388,ВКПП «СЛАВУТИЧ»,,+380449151294,"Україна, 07200, Київська область, Іванківський район, селище міського типу Іванків, вулиця Івана Проскури, будинок 86 А"
40634790,ТОВ «ФЛЕШ ОЙЛ»,,,"Україна, 04074, місто Київ, вулиця Новомостицька, будинок 25, офіс 5"
38869098,ТОВ «ОЙЛ ТРЕЙДИНГ»,,+380974320565,"Україна, 04053, місто Київ, вулиця Січових Стрільців, будинок 21"
39248621,ТОВ «АС ІНВЕСТМЕНТ»,,+380502302277,"Україна, 08623, Київська область, Фастівський район, селище міського типу Калинівка, вулиця Залізнична, будинок 51"
38474081,ТОВ «БОРА Б»,Bora-b@ukr.net,+380445317759,"Україна, 02141, місто Київ, вулиця Лариси Руденко, будинок 6-А"
36942062,ТОВ «ВАШ ПЕРЕВІЗНИК»,,,"Україна, 08141, Київська область, Бучанський район, село Святопетрівське, вулиця Хмельницького Б., будинок 7"
40620070,ТОВ «ЄВРОГРІНГАЗ»,EUROGREENGAS@GMAIL.COM,+380994464420,"Україна, 08623, Київська область, Васильківський район, селище міського типу Калинівка, вулиця Залізнична, будинок 164"
42746003,ТОВ «ЕМАРАТОН»,INFO@GAZOVIK.KIEV.UA,"+380442391300, +380678294861","Україна, 03170, місто Київ, вулиця Перемоги, будинок 18, офіс 3"
38359009,ТОВ «ІНФОРМ ХХІ»,inna@inform21.com.ua,+380674652744,"Україна, 04073, місто Київ, вулиця Куренівська, будинок 21"
135390,ПАТ «УКРНАФТА»,,+380939921491,"Україна, 04053, місто Київ, провулок Несторівський, будинок 3-5"
39956188,ТОВ «МІРАНІ-ГОЛД»,,+380443384840,"Україна, 02660, місто Київ, вулиця Магнітогорська, будинок 1"
38647952,ТОВ «АНІКА-ТРЕЙД»,,+380443837387,"Україна, 02660, місто Київ, провулок Червоногвардійський, будинок 8"
39144948,ТОВ «ГЛОБАЛ - ГАЗ»,,+380966279643,"Україна, 10001, Житомирська область, місто Житомир, вулиця Київська, будинок 77"
24152631,ТОВ «НАФТА ОЙЛ ГРУП»,,+380962542298,"Україна, 04107, місто Київ, вулиця Багговутівська, будинок 17/21"
31607028,ТОВ «НВП „УКРОРГСИНТЕЗ“»,,+380445022080,"Україна, 02094, місто Київ, вулиця Черчилля Вінстона, будинок 85"
40623600,ТОВ «АРСТАК»,,+380680745639,"Україна, 01014, місто Київ, вулиця Болсуновська, будинок 13-15, офіс 630"
38920915,ТОВ «ПРЕСТИЖ РЕСУРС»,,"+380509246504, +380992690191","Україна, 03110, місто Київ, вулиця Солом'янська, будинок 5, офіс 604 В-1"
39208744,ТОВ «ІМПЕРІАЛ ОЙЛ»,,+380633902332,"Україна, 04074, місто Київ, вулиця Новомостицька, будинок 25, офіс 3"
41542355,ТОВ «ЛІРЕС КОМПАНІ»,,+380957140843,"Україна, 04107, місто Київ, вулиця Половецька, будинок 16"
39641883,ТОВ «ГРАНД-ПЕТРОЛ»,,+380674161111,"Україна, 04073, місто Київ, проспект Степана Бандери, будинок 22"
31295693,ПП «БАГ»,,"+380445911547, +380503849157","Україна, 08300, Київська область, місто Бориспіль, вулиця Київський Шлях, будинок 2/15"
42536284,ТОВ «МОТТО РЕНТАЛ»,rentalmotto@gmail.com,+380442276739,"Україна, 01013, місто Київ, вулиця Будіндустрії, будинок 5, КАБІНЕТ 307"
41839615,ТОВ «ФОРМАТ СВ»,,+380956702648,"Україна, 04205, місто Київ, вулиця Маршала Тимошенка, будинок 19"
41418048,ТОВ «ГЕРМЕС ТРЕЙД 7»,,+380953641331,"Україна, 02156, місто Київ, вулиця Шолом-Алейхема, будинок 7/20"
41717709,ТОВ «ЕРГОС ГРУП»,,+380689683172,"Україна, 04073, місто Київ, проспект Степана Бандери, будинок 16А"
20616217,ТОВ «ОКСАВАНЕКСПОРТ ЛТД»,gbuh@aerodrom.kiev.ua,,"Україна, 08660, Київська область, Васильківський район, село Ксаверівка, вулиця Київська, будинок 172"
24811068,ТОВ «ДОНБАСНАФТО­ПРОДУКТ»,,+380623879136,"Україна, 04210, місто Київ, Оболонська набережна, будинок 20"
41496524,ТОВ «ЕНЕРДЖИ ТРЕЙДС»,,,"Україна, 01030, місто Київ, вулиця Богдана Хмельницького, будинок 52"
39898404,ТОВ «АГРО-ТЕХНОЛОДЖИ»,,+380442926226,"Україна, 02094, місто Київ, вулиця Магнітогорська, будинок 1-І, офіс 3/1"
36852220,ТОВ «АВІА ОІЛ»,,+380444006582,"Україна, 01004, місто Київ, вулиця Басейна, будинок 9"
34479856,ТОВ «ПРОМТЕХРЕСУРС-ЦЕНТР»,,+380503102356,"Україна, 01103, місто Київ, вулиця Михайла Бойчука, будинок 18-А"
34430873,ТОВ «АЛЬЯНС ХОЛДИНГ»,,+380444950800,"Україна, 03038, місто Київ, вулиця Миколи Грінченка, будинок 4"
40928536,ТОВ «ЄВРО АЛЬЯНС ОІЛ»,,+380673104554,"Україна, 08722, Київська область, Обухівський район, село Трипілля, вулиця Шевченка, будинок 3"
41187082,ТОВ «ЮНІВЕРС ТАЙМ»,,+380673218663,"Україна, 04114, місто Київ, вулиця Пріорська, будинок 21"
21611788,ПП «ВАШ»,,+380980657479,"Україна, 04212, місто Київ, вулиця Маршала Тимошенка, будинок 9"
39046608,ТОВ «ЦЕНТРНАФТО­ГАЗПОСТАЧ»,analitik@cngp.com.ua,+380445857434,"Україна, 04071, місто Київ, вулиця Спаська, будинок 5"
21566556,ТОВ «НВФ „ПОРТ“»,,+380445970428,"Україна, 02094, місто Київ, вулиця Віскозна, будинок 9"
20572069,ДП МА «БОРИСПІЛЬ»,info@kbp.aero,"+380442817496, +380442817854","Україна, 08300, Київська обл., Бориспільський р-н, село Гора, ВУЛИЦЯ БОРИСПІЛЬ-7"
30147474,ПП «КОНАГ»,91324@ukr.net,+380913245051,"Україна, 02232, місто Київ, проспект Маяковського Володимира, будинок 68"
40644730,ТОВ «МАГНУМ ЕНЕРДЖІ»,,+380976022605,"Україна, 21032, Вінницька область, Вінницький район, місто Вінниця, вулиця Київська, будинок 78"
14307529,ДП «АНТОНОВ»,,+380444543149,"Україна, 03062, місто Київ, вулиця Академіка Туполєва, будинок 1"
35334793,ТОВ «ЧЕЛЕНДЖ АЕРОКОПТЕР»,,"+380445911336, +380445911338","Україна, 03036, місто Київ, АЕРОПОРТ ""КИЇВ"" ЖУЛЯНИ"
31626517,ТОВ «СПЕЦТРА­НССЕРВІС»,,"+380442235745, +380442235745","Україна, 08296, Київська область, місто Ірпінь, Селище Міського Типу Ворзель, ВУЛИЦЯ СЕМЕНІЇВСЬКА"
39039648,ТОВ «МАНГО-ГРУП»,info@unimex.com.ua,+380445945088,"Україна, 01010, місто Київ, Хрестовий провулок, будинок 2, офіс 405"
3482347,ДП «САТ»,,,"Україна, 01054, місто Київ, вулиця Дмитрівська, будинок 18/24"
39740106,ТОВ «К.Т.УКРАЇНА»,kt-u@ukr.net,+380678660091,"Україна, 09600, Київська область, Білоцерківський район, селище міського типу Рокитне, вулиця Телешівська, будинок 1"
36866563,ТОВ «СОКАР ЕНЕРДЖІ УКРАЇНА»,info@socar.ua,+380442071010,"Україна, 01054, місто Київ, вулиця Хмельницького Богдана (Шевченківський Р-Н), будинок 52-А"
907214,ТОВ «„ГУСЯТИНСЬКИЙ АГРОПОСТАЧ“»,,,"Україна, 03186, місто Київ, вулиця Авіаконструктора Антонова, будинок 15-А"
40726425,ТОВ «А-РІТЕЙЛ»,,+380442449483,"Україна, 03150, місто Київ, вулиця Предславинська, будинок 34-Б"
38792525,ТОВ «АККОРД-УКРАЇНА»,,+380674411228,"Україна, 03191, місто Київ, вулиця Юрія Смолича, будинок 6"
36283635,ТОВ «ПЕРША УКРАЇНСЬКА ГАЗОВА НАФТОВА КОМПАНІЯ»,gazoilcompany@ukr.net,+380444822959,"Україна, 01054, місто Київ, вулиця Дмитрівська, будинок 18/24"
40273345,ТОВ «ДІ ЛІНК»,dilink0919@gmail.com,"+380675681077, +380443373238","Україна, 02132, місто Київ, Дніпровська набережна, будинок 26Ж, офіс 14"
31921907,ДОЧІРНЄ ПІДПРИЄМСТВО «КИЙ ПРОПАНГАЗ»,,+380503514327,"Україна, 08141, Київська область, Києво-Святошинський район, село Петрівське(п), вулиця Київська, будинок 29"
36056697,ТОВ «С Т І М»,,,"Україна, 02000, місто Київ, вулиця Братиславська, будинок 52"
30832675,ПП «ВЕМ»,,+380981139954,"Україна, 87430, Донецька область, Маріупольський район, село Бердянське, Маріупольська Тг, вул.Київська"
35328439,АТ «ККУ „КВАРЦ“»,,+380536651534,"Україна, 39631, Полтавська область, місто Кременчук, вулиця Київська, будинок 85"
37551348,ТОВ «ЮМОТОР»,ymot3755134@i.ua,+380938868815,"Україна, 01024, місто Київ, вулиця Велика Васильківська, будинок 38"
38955529,ТОВ «АЛЬЯНС ОЙЛ ТРЕЙДІНГ»,,"+380445936570, +380505397759","Україна, 01001, місто Київ, вулиця Володимирська, будинок 49 Б"
23582016,ПП «МАЯК»,INKOME-M@UKR.NET,+380674665761,"Україна, 07400, Київська область, місто Бровари, вулиця Москаленка Сергія, будинок 20-А"
35704132,ТОВ «ХЕЛМКОЙЛ УКРАЇНА»,,+380444246032,"Україна, 03115, місто Київ, площа Святошинська, будинок 1"
40460958,ТОВ «КАСТАС»,,+380508189963,"Україна, 09600, Київська область, Рокитнянський район, селище міського типу Рокитне, вулиця Вокзальна, будинок 109"
37199618,ДП «УКРСПИРТ»,,+380443935801,"Україна, 07400, Київська область, місто Бровари, вулиця Гагаріна, будинок 16"
41203184,ТОВ «ЕЛ ПІ ДЖІ РІТЕЙЛ»,,,"Україна, 01133, місто Київ, вулиця Коновальця Євгена, будинок 36, ПРИМІЩЕННЯ 31"
30844997,ТОВ « БЕТА-АГРО-ІНВЕСТ»,SEKRETAR@BIG-HARVEST.COM,+380462941794,"Україна, 14005, Чернігівська область, місто Чернігів, вулиця Київська, будинок 11"
36716128,АТ «ОГХК»,info@umcc-titanium.com,"+380443590250, +380443590251","Україна, 03035, місто Київ, вулиця Сурікова, будинок 3"
36584880,ТОВ «ВЕСТЕН-ІСС»,,+380662165109,"Україна, 01104, місто Київ, вулиця Ломаківська, будинок 4"
39930793,ТОВ «ПАЛИВНА КОМПАНІЯ „ПІТ-ЛЕЙН“»,,+380960276082,"Україна, 04071, місто Київ, вулиця Ярославська, будинок 39-Г"
42164147,ТОВ «ТРАНСНА­ФТАПРОМ»,,+380637551782,"Україна, 04211, місто Київ, проспект Івасюка Володимира, будинок 2-Д, приміщення 706-707"
41650567,ТОВ «ТРАНСАВТОПРОМ»,,+380986341347,"Україна, 02121, місто Київ, вулиця Автопаркова, будинок 7"
42531208,ТОВ «ІНТЕР ЛАЙТ ОІЛ»,,"+380445314272, +380445314291","Україна, 07300, Київська область, Вишгородський район, місто Вишгород, вулиця Набережна, будинок 26"
30334673,ПП «ЕФЕКТ»,pp.effekt@gmail.com,+380503859638,"Україна, 07543, Київська область, місто Березань, вулиця Березанський Шлях, будинок 42"
